Index,id,member_id,loan_amnt,grade,sub_grade,home_ownership,annual_inc,verification_status,issue_d,loan_status,addr_state,int_rate
23008,724957,920139,9600,C,C2,MORTGAGE,103000,Not Verified,01-04-2011,Fully Paid,MN,13.06%
23009,724975,920157,12000,B,B3,RENT,47000,Verified,01-04-2011,Fully Paid,CT,10.37%
23010,724993,920177,3600,A,A5,MORTGAGE,95000,Not Verified,01-05-2011,Fully Paid,CA,8.49%
23011,724995,920179,1000,C,C1,MORTGAGE,24000,Not Verified,01-04-2011,Fully Paid,CA,12.68%
23012,725029,920217,3600,A,A4,RENT,38268,Not Verified,01-04-2011,Fully Paid,OR,7.29%
23013,725042,920233,4950,B,B1,RENT,13296,Verified,01-04-2011,Fully Paid,LA,9.63%
23014,725076,920276,10000,D,D4,OWN,105000,Verified,01-04-2011,Fully Paid,MA,15.65%
23015,725077,920277,10000,C,C1,MORTGAGE,60000,Not Verified,01-04-2011,Fully Paid,WI,12.68%
23016,725085,920290,15000,B,B2,MORTGAGE,107004,Verified,01-04-2011,Fully Paid,NC,10.00%
23017,725123,920334,7000,A,A3,RENT,24000,Source Verified,01-04-2011,Fully Paid,CA,6.92%
23018,725131,920342,9600,A,A1,MORTGAGE,49200,Not Verified,01-04-2011,Fully Paid,MN,5.42%
23019,725132,920343,5900,A,A5,MORTGAGE,84000,Not Verified,01-04-2011,Fully Paid,DE,7.66%
23020,725181,920394,6500,B,B3,RENT,62467,Not Verified,01-04-2011,Fully Paid,VA,10.37%
23021,725183,920396,8000,D,D5,RENT,46000,Verified,01-04-2011,Fully Paid,MD,16.02%
23022,725192,920405,10000,A,A2,MORTGAGE,65000,Not Verified,01-04-2011,Fully Paid,NJ,5.79%
23023,725193,920406,9000,B,B3,MORTGAGE,60000,Not Verified,01-04-2011,Charged Off,CO,10.37%
23024,725195,920408,6000,C,C1,OWN,46000,Verified,01-04-2011,Fully Paid,TX,12.68%
23025,725212,920428,4800,A,A2,OWN,36000,Source Verified,01-04-2011,Fully Paid,MD,5.79%
23026,725232,920448,6800,D,D4,RENT,29500,Verified,01-04-2011,Fully Paid,CA,15.65%
23027,725253,920470,15000,D,D4,MORTGAGE,70000,Verified,01-04-2011,Fully Paid,FL,15.65%
23028,725254,920471,8000,A,A2,OWN,24000,Not Verified,01-04-2011,Fully Paid,NH,5.79%
23029,725258,920475,3000,B,B2,MORTGAGE,54000,Not Verified,01-04-2011,Fully Paid,AZ,10.00%
23030,725281,920506,10850,A,A5,MORTGAGE,40000,Verified,01-04-2011,Fully Paid,FL,7.66%
23031,725305,920530,10000,D,D4,RENT,80000,Not Verified,01-04-2011,Charged Off,CA,15.65%
23032,725320,920549,1000,D,D2,RENT,24000,Not Verified,01-04-2011,Fully Paid,AZ,14.91%
23033,725325,920554,18000,C,C4,RENT,48000,Source Verified,01-05-2011,Charged Off,TX,14.79%
23034,725335,920566,8000,D,D3,RENT,42000,Source Verified,01-04-2011,Charged Off,MI,15.28%
23035,725367,920601,33950,F,F1,MORTGAGE,60000,Verified,01-04-2011,Charged Off,KS,18.25%
23036,725372,920606,1000,C,C2,RENT,9600,Not Verified,01-04-2011,Charged Off,MI,13.06%
23037,725391,920626,21450,A,A4,RENT,60000,Verified,01-04-2011,Fully Paid,NY,7.29%
23038,725404,920642,14400,B,B4,MORTGAGE,120000,Verified,01-04-2011,Fully Paid,MD,10.74%
23039,725409,920647,18225,B,B3,MORTGAGE,120000,Verified,01-04-2011,Fully Paid,NM,10.37%
23040,725413,920652,24000,F,F2,MORTGAGE,120000,Source Verified,01-04-2011,Fully Paid,PA,18.62%
23041,725428,920669,12000,B,B3,RENT,43680,Source Verified,01-04-2011,Fully Paid,TX,10.37%
23042,725458,920702,8000,E,E3,RENT,39150,Not Verified,01-04-2011,Charged Off,CA,17.14%
23043,725495,920749,5000,A,A1,RENT,60000,Not Verified,01-04-2011,Fully Paid,VA,5.42%
23044,725502,920758,24000,C,C5,MORTGAGE,65000,Verified,01-04-2011,Fully Paid,VA,14.17%
23045,725512,920770,12000,E,E2,RENT,61000,Not Verified,01-04-2011,Fully Paid,NJ,16.77%
23046,725515,920773,3600,D,D3,RENT,28000,Source Verified,01-05-2011,Fully Paid,TX,16.49%
23047,725531,920791,10000,B,B3,MORTGAGE,66000,Source Verified,01-04-2011,Fully Paid,RI,10.37%
23048,725534,920793,1850,B,B4,OWN,48000,Not Verified,01-04-2011,Charged Off,TX,10.74%
23049,725556,920821,10400,E,E3,MORTGAGE,29000,Source Verified,01-05-2011,Current,TX,6.00%
23050,725567,920836,10000,A,A4,MORTGAGE,65000,Not Verified,01-04-2011,Fully Paid,NY,7.29%
23051,725579,920850,2700,B,B2,RENT,40560,Not Verified,01-04-2011,Fully Paid,NY,10.00%
23052,725587,920858,1500,A,A4,RENT,24000,Source Verified,01-04-2011,Fully Paid,CA,7.29%
23053,725645,920928,5000,A,A3,MORTGAGE,51996,Not Verified,01-04-2011,Fully Paid,VA,6.92%
23054,725651,920935,5600,E,E1,MORTGAGE,55000,Source Verified,01-04-2011,Fully Paid,IL,16.40%
23055,725667,920951,5100,B,B3,MORTGAGE,59500,Source Verified,01-04-2011,Fully Paid,AZ,10.37%
23056,725675,920962,3000,A,A1,MORTGAGE,54000,Source Verified,01-04-2011,Fully Paid,OH,5.42%
23057,725676,920963,14125,B,B3,RENT,34800,Not Verified,01-04-2011,Charged Off,RI,10.37%
23058,725699,920991,5200,A,A1,MORTGAGE,31000,Not Verified,01-04-2011,Fully Paid,KS,5.42%
23059,725713,921011,15350,B,B3,MORTGAGE,125000,Verified,01-05-2011,Fully Paid,OK,10.99%
23060,725739,921041,6000,D,D2,RENT,33864,Source Verified,01-04-2011,Fully Paid,NY,14.91%
23061,725749,921051,5000,A,A2,RENT,34000,Source Verified,01-04-2011,Fully Paid,MO,5.79%
23062,725751,921053,7000,B,B2,RENT,44400,Not Verified,01-04-2011,Charged Off,IL,10.00%
23063,725778,921082,10000,D,D5,RENT,48000,Source Verified,01-04-2011,Fully Paid,RI,16.02%
23064,725780,921084,12000,B,B4,MORTGAGE,62510,Not Verified,01-04-2011,Fully Paid,NC,10.74%
23065,725791,921096,4800,B,B4,RENT,103641,Source Verified,01-04-2011,Fully Paid,MO,10.74%
23066,725829,921137,6000,D,D2,RENT,55000,Source Verified,01-04-2011,Fully Paid,FL,14.91%
23067,725833,921141,25000,C,C2,MORTGAGE,45000,Verified,01-04-2011,Charged Off,KS,13.06%
23068,725835,921143,4500,E,E2,MORTGAGE,64800,Not Verified,01-04-2011,Charged Off,MO,16.77%
23069,725871,894993,10000,B,B4,RENT,110000,Source Verified,01-04-2011,Fully Paid,CA,10.74%
23070,725888,921201,9975,C,C2,RENT,83200,Source Verified,01-04-2011,Fully Paid,NJ,13.06%
23071,725895,921210,28000,D,D2,MORTGAGE,180000,Verified,01-04-2011,Fully Paid,IL,14.91%
23072,725896,921211,10000,B,B5,MORTGAGE,170004,Source Verified,01-04-2011,Fully Paid,WA,11.11%
23073,725914,921231,10000,B,B4,MORTGAGE,74000,Verified,01-04-2011,Fully Paid,IL,10.74%
23074,725919,921236,5000,B,B1,MORTGAGE,66500,Not Verified,01-04-2011,Fully Paid,CA,9.63%
23075,725930,921248,25000,C,C4,MORTGAGE,105000,Verified,01-04-2011,Charged Off,IL,13.80%
23076,725933,921253,13500,A,A5,MORTGAGE,34000,Verified,01-04-2011,Fully Paid,MI,7.66%
23077,725939,921260,10000,E,E3,RENT,83374,Source Verified,01-05-2011,Charged Off,CA,18.79%
23078,725962,921284,5000,C,C2,RENT,27300,Source Verified,01-04-2011,Charged Off,OR,13.06%
23079,725985,921307,24000,D,D2,RENT,77196,Verified,01-05-2011,Fully Paid,NC,15.99%
23080,725986,921308,4000,A,A3,RENT,50000,Source Verified,01-04-2011,Fully Paid,TX,6.92%
23081,725989,921311,8000,A,A2,MORTGAGE,89440,Source Verified,01-04-2011,Fully Paid,NJ,5.79%
23082,726018,921342,4500,A,A2,RENT,24000,Verified,01-04-2011,Fully Paid,GA,5.79%
23083,726025,921349,5100,B,B2,RENT,45000,Source Verified,01-04-2011,Fully Paid,TX,10.00%
23084,726037,921361,5600,D,D2,RENT,66500,Not Verified,01-04-2011,Charged Off,CA,14.91%
23085,726038,921363,35000,C,C1,MORTGAGE,80000,Verified,01-04-2011,Charged Off,TX,12.68%
23086,726070,921395,5000,D,D4,MORTGAGE,25380,Source Verified,01-04-2011,Fully Paid,CT,15.65%
23087,726080,921407,16000,D,D2,RENT,65500,Source Verified,01-04-2011,Fully Paid,CO,14.91%
23088,726130,921462,16000,A,A2,RENT,80000,Source Verified,01-04-2011,Fully Paid,CO,5.79%
23089,726165,921500,15000,C,C1,MORTGAGE,95000,Verified,01-04-2011,Fully Paid,FL,12.68%
23090,726194,921531,2000,C,C2,RENT,60000,Source Verified,01-04-2011,Fully Paid,AL,13.06%
23091,726230,921568,5000,B,B5,RENT,22944,Source Verified,01-04-2011,Fully Paid,MA,11.11%
23092,726232,921570,6500,B,B4,RENT,40000,Source Verified,01-04-2011,Fully Paid,IL,10.74%
23093,726234,921576,17000,B,B5,MORTGAGE,58000,Verified,01-05-2011,Charged Off,CA,11.99%
23094,726242,921586,14400,F,F1,MORTGAGE,135996,Not Verified,01-04-2011,Fully Paid,MO,18.25%
23095,726272,921618,8000,A,A5,RENT,57600,Source Verified,01-04-2011,Fully Paid,MI,7.66%
23096,726300,921650,10000,B,B3,RENT,27600,Verified,01-04-2011,Charged Off,FL,10.37%
23097,726304,921655,3000,B,B3,MORTGAGE,113316,Source Verified,01-04-2011,Fully Paid,MO,10.37%
23098,726324,921679,35000,D,D4,MORTGAGE,175000,Verified,01-04-2011,Fully Paid,OK,15.65%
23099,726335,921684,12000,B,B5,RENT,36000,Verified,01-04-2011,Charged Off,FL,11.11%
23100,726345,921700,7000,B,B5,OWN,60000,Not Verified,01-04-2011,Fully Paid,PA,11.11%
23101,726423,921786,24000,D,D2,MORTGAGE,95000,Verified,01-04-2011,Fully Paid,MO,14.91%
23102,726424,921787,12000,D,D2,RENT,81744,Source Verified,01-04-2011,Fully Paid,CA,14.91%
23103,726513,921881,8000,E,E2,RENT,55000,Not Verified,01-04-2011,Fully Paid,CO,16.77%
23104,726520,921885,5000,A,A2,RENT,60000,Not Verified,01-04-2011,Fully Paid,MD,5.79%
23105,726527,921891,3000,B,B4,RENT,40000,Not Verified,01-04-2011,Fully Paid,NY,10.74%
23106,726552,921970,12000,D,D4,MORTGAGE,52000,Verified,01-04-2011,Fully Paid,NJ,15.65%
23107,726595,922016,7000,B,B4,OWN,48000,Source Verified,01-04-2011,Fully Paid,HI,10.74%
23108,726602,922026,2400,A,A5,RENT,44000,Source Verified,01-04-2011,Fully Paid,AZ,7.66%
23109,726611,922035,21600,C,C4,RENT,77658,Verified,01-04-2011,Fully Paid,NV,13.80%
23110,726629,922054,7200,B,B2,RENT,66560,Verified,01-04-2011,Fully Paid,TX,10.00%
23111,726634,922059,11000,B,B2,RENT,50000,Verified,01-04-2011,Fully Paid,NY,10.00%
23112,726651,922080,25000,C,C2,RENT,57000,Verified,01-04-2011,Fully Paid,VA,13.06%
23113,726681,922112,2000,E,E2,RENT,32000,Source Verified,01-04-2011,Fully Paid,OH,16.77%
23114,726700,922135,3000,B,B1,MORTGAGE,70000,Not Verified,01-04-2011,Fully Paid,NJ,9.63%
23115,726764,922205,10000,C,C3,MORTGAGE,30000,Source Verified,01-04-2011,Charged Off,NC,13.43%
23116,726767,922210,4000,A,A5,MORTGAGE,120996,Source Verified,01-04-2011,Fully Paid,TX,7.66%
23117,726783,922228,21850,B,B3,MORTGAGE,50000,Verified,01-04-2011,Fully Paid,OR,10.37%
23118,726811,922260,12000,A,A3,MORTGAGE,75000,Not Verified,01-04-2011,Fully Paid,CA,6.92%
23119,726813,922262,34000,B,B2,RENT,81000,Verified,01-04-2011,Fully Paid,CO,10.59%
23120,726815,922264,19200,A,A5,RENT,75000,Source Verified,01-04-2011,Fully Paid,CA,7.66%
23121,726854,922318,24000,C,C1,MORTGAGE,101000,Verified,01-04-2011,Fully Paid,CA,12.68%
23122,726872,922341,6850,A,A3,MORTGAGE,53000,Source Verified,01-04-2011,Fully Paid,NY,6.92%
23123,726890,922361,5000,B,B2,RENT,48000,Source Verified,01-04-2011,Fully Paid,FL,10.00%
23124,726906,922378,3000,A,A4,MORTGAGE,40560,Not Verified,01-04-2011,Fully Paid,VA,7.29%
23125,726965,922443,7875,A,A5,MORTGAGE,60000,Verified,01-04-2011,Fully Paid,KS,7.66%
23126,727048,922532,8000,D,D5,RENT,54000,Source Verified,01-04-2011,Fully Paid,NJ,16.02%
23127,727050,922534,10000,A,A4,MORTGAGE,70000,Not Verified,01-04-2011,Fully Paid,CA,7.29%
23128,727052,922531,16000,B,B5,OWN,160000,Verified,01-04-2011,Fully Paid,NY,11.11%
23129,727058,922541,2700,B,B4,MORTGAGE,66000,Not Verified,01-04-2011,Fully Paid,AZ,10.74%
23130,727063,922547,13000,B,B5,MORTGAGE,36000,Source Verified,01-04-2011,Charged Off,GA,11.11%
23131,727077,922564,10000,C,C5,MORTGAGE,49992,Verified,01-04-2011,Fully Paid,PA,14.17%
23132,727109,922598,3000,C,C3,RENT,23004,Not Verified,01-04-2011,Fully Paid,NY,13.43%
23133,727113,922604,6000,E,E1,RENT,25000,Source Verified,01-04-2011,Fully Paid,NY,16.40%
23134,727143,922634,8000,D,D4,MORTGAGE,68000,Verified,01-04-2011,Fully Paid,CA,15.65%
23135,727157,922648,7500,E,E3,MORTGAGE,100000,Source Verified,01-04-2011,Fully Paid,AZ,17.14%
23136,727165,922656,4200,B,B3,RENT,35000,Verified,01-04-2011,Fully Paid,HI,10.37%
23137,727166,922657,5000,A,A4,MORTGAGE,80000,Not Verified,01-04-2011,Fully Paid,NJ,7.29%
23138,727197,922689,4000,A,A2,RENT,21000,Verified,01-04-2011,Fully Paid,TX,5.79%
23139,727221,922716,9000,B,B5,RENT,27000,Not Verified,01-04-2011,Fully Paid,FL,11.11%
23140,727224,922714,10000,A,A4,RENT,99000,Not Verified,01-04-2011,Fully Paid,NY,7.29%
23141,727247,922742,35000,C,C5,MORTGAGE,170000,Source Verified,01-04-2011,Fully Paid,MD,14.17%
23142,727293,922788,15000,D,D3,RENT,75000,Source Verified,01-04-2011,Fully Paid,VT,15.28%
23143,727311,922807,3000,A,A5,RENT,53196,Not Verified,01-04-2011,Fully Paid,CA,7.66%
23144,727324,922822,8000,B,B3,RENT,25000,Not Verified,01-04-2011,Fully Paid,MI,10.37%
23145,727331,922829,16800,B,B5,MORTGAGE,74004,Source Verified,01-04-2011,Fully Paid,AL,11.11%
23146,727355,922855,12000,A,A4,RENT,22452,Verified,01-04-2011,Fully Paid,OR,7.29%
23147,727361,922862,5075,B,B2,RENT,36000,Not Verified,01-04-2011,Fully Paid,CT,10.00%
23148,727377,922880,20000,D,D3,MORTGAGE,48000,Verified,01-04-2011,Fully Paid,AZ,15.28%
23149,727396,922903,35000,C,C2,RENT,118000,Verified,01-04-2011,Charged Off,VA,13.06%
23150,727397,922889,7000,B,B4,RENT,55000,Verified,01-04-2011,Charged Off,CA,10.74%
23151,727407,922915,12000,E,E2,MORTGAGE,68947,Not Verified,01-04-2011,Fully Paid,MN,16.77%
23152,727422,922932,15000,A,A5,MORTGAGE,125000,Verified,01-04-2011,Fully Paid,OK,7.66%
23153,727426,922936,4000,B,B1,MORTGAGE,48000,Not Verified,01-04-2011,Fully Paid,NC,9.63%
23154,727448,922960,16250,B,B3,MORTGAGE,55560,Source Verified,01-04-2011,Fully Paid,KS,10.37%
23155,727449,922961,7975,A,A2,MORTGAGE,40800,Not Verified,01-04-2011,Fully Paid,OH,5.79%
23156,727469,922984,6000,A,A4,OWN,30000,Source Verified,01-04-2011,Fully Paid,CA,7.29%
23157,727473,922988,6625,E,E1,MORTGAGE,36000,Not Verified,01-04-2011,Fully Paid,AL,16.40%
23158,727518,923037,18500,C,C1,MORTGAGE,55000,Verified,01-04-2011,Charged Off,MN,12.68%
23159,727521,923040,8250,B,B1,MORTGAGE,46500,Not Verified,01-04-2011,Fully Paid,PA,9.63%
23160,727524,923043,6000,A,A2,RENT,51356,Not Verified,01-04-2011,Fully Paid,CA,5.79%
23161,727537,923058,9000,A,A4,MORTGAGE,41000,Not Verified,01-04-2011,Fully Paid,IL,7.29%
23162,727547,923069,2500,D,D1,RENT,31000,Not Verified,01-04-2011,Fully Paid,PA,14.54%
23163,727583,923109,5550,C,C2,OWN,16572,Not Verified,01-04-2011,Charged Off,PA,13.06%
23164,727613,923142,15000,B,B1,MORTGAGE,115000,Not Verified,01-04-2011,Charged Off,VA,9.63%
23165,727624,923155,24000,C,C1,MORTGAGE,163500,Verified,01-04-2011,Fully Paid,NJ,12.68%
23166,727637,923170,18200,F,F1,MORTGAGE,102500,Source Verified,01-04-2011,Fully Paid,GA,18.25%
23167,727656,923192,5000,A,A3,MORTGAGE,100000,Not Verified,01-04-2011,Fully Paid,AL,6.92%
23168,727666,923203,4200,C,C1,RENT,40000,Source Verified,01-04-2011,Fully Paid,NY,12.68%
23169,727669,923206,16000,E,E1,RENT,50000,Verified,01-04-2011,Charged Off,CA,16.40%
23170,727675,923214,15000,A,A2,MORTGAGE,180000,Verified,01-04-2011,Fully Paid,IL,5.79%
23171,727693,923233,4800,D,D3,RENT,32000,Not Verified,01-05-2011,Fully Paid,MA,16.49%
23172,727701,923241,7200,A,A4,MORTGAGE,150000,Source Verified,01-04-2011,Fully Paid,MO,7.29%
23173,727724,923265,10000,D,D3,RENT,38500,Source Verified,01-04-2011,Fully Paid,PA,15.28%
23174,727741,923284,2400,C,C5,MORTGAGE,52800,Verified,01-04-2011,Fully Paid,CO,14.17%
23175,727755,923300,6800,B,B3,RENT,65700,Source Verified,01-04-2011,Fully Paid,TX,10.37%
23176,727772,923319,3000,D,D1,OWN,26400,Source Verified,01-04-2011,Fully Paid,WA,14.54%
23177,727797,923344,30000,B,B5,MORTGAGE,61200,Verified,01-04-2011,Fully Paid,GA,11.11%
23178,727804,923352,5000,A,A3,RENT,48000,Not Verified,01-04-2011,Fully Paid,IL,6.92%
23179,727843,923393,10500,E,E3,RENT,28309,Source Verified,01-04-2011,Fully Paid,PA,17.14%
23180,727870,923423,5600,C,C1,RENT,24000,Source Verified,01-04-2011,Fully Paid,NJ,12.68%
23181,727882,923438,12000,A,A2,MORTGAGE,90000,Verified,01-04-2011,Fully Paid,PA,5.79%
23182,727889,923446,5600,B,B1,RENT,43860,Not Verified,01-04-2011,Fully Paid,OR,9.63%
23183,727920,923478,10000,A,A1,MORTGAGE,120000,Not Verified,01-04-2011,Fully Paid,CA,5.42%
23184,727942,923505,9600,B,B2,MORTGAGE,80004,Verified,01-04-2011,Charged Off,NV,10.00%
23185,727973,923543,6500,B,B1,MORTGAGE,85000,Verified,01-04-2011,Fully Paid,CA,9.63%
23186,727982,923555,5000,D,D4,RENT,48000,Source Verified,01-04-2011,Fully Paid,CO,15.65%
23187,728015,923603,16000,B,B5,RENT,70000,Verified,01-04-2011,Fully Paid,CA,11.11%
23188,728048,923641,16000,D,D2,OWN,109300,Verified,01-05-2011,Fully Paid,CA,15.99%
23189,728052,923646,12000,D,D4,RENT,46000,Source Verified,01-04-2011,Charged Off,OH,15.65%
23190,728055,923649,8000,B,B4,RENT,45000,Source Verified,01-04-2011,Fully Paid,MD,10.74%
23191,728065,923661,10000,F,F2,RENT,42000,Source Verified,01-04-2011,Fully Paid,TX,18.62%
23192,728078,923674,2850,A,A5,MORTGAGE,114996,Verified,01-05-2011,Fully Paid,VA,8.49%
23193,728090,923687,4000,C,C1,RENT,45600,Source Verified,01-04-2011,Fully Paid,WI,12.68%
23194,728135,923734,10000,C,C1,MORTGAGE,120000,Verified,01-04-2011,Charged Off,CA,12.68%
23195,728143,923742,10000,B,B3,MORTGAGE,133500,Verified,01-04-2011,Fully Paid,MI,10.37%
23196,728154,923755,9600,A,A4,RENT,72576,Not Verified,01-04-2011,Fully Paid,RI,7.29%
23197,728170,923775,29700,B,B5,RENT,73000,Verified,01-04-2011,Fully Paid,NJ,11.11%
23198,728173,923779,6000,D,D2,MORTGAGE,46800,Verified,01-04-2011,Fully Paid,MI,14.91%
23199,728199,923807,6000,A,A5,MORTGAGE,54000,Verified,01-04-2011,Fully Paid,NY,7.66%
23200,728204,923812,6500,B,B5,MORTGAGE,50000,Not Verified,01-04-2011,Fully Paid,FL,11.11%
23201,728208,923868,14400,C,C2,RENT,79820,Verified,01-05-2011,Fully Paid,NJ,13.49%
23202,728228,923887,5000,C,C3,MORTGAGE,65000,Source Verified,01-04-2011,Fully Paid,CA,13.43%
23203,728237,923897,18000,E,E2,MORTGAGE,65000,Verified,01-04-2011,Fully Paid,CA,16.77%
23204,728245,923910,8000,B,B3,RENT,55000,Source Verified,01-04-2011,Fully Paid,NY,10.37%
23205,728268,916216,8000,D,D1,OWN,52680,Source Verified,01-04-2011,Fully Paid,NC,14.54%
23206,728284,923949,7125,A,A3,RENT,70000,Verified,01-04-2011,Fully Paid,MD,6.92%
23207,728317,923988,4800,C,C3,RENT,31000,Source Verified,01-04-2011,Fully Paid,MI,13.43%
23208,728332,924006,12000,D,D4,MORTGAGE,100000,Verified,01-04-2011,Fully Paid,CA,15.65%
23209,728363,924039,8100,A,A1,MORTGAGE,68069,Verified,01-04-2011,Fully Paid,OR,5.42%
23210,728403,924087,15000,B,B2,MORTGAGE,120000,Source Verified,01-04-2011,Fully Paid,MA,10.00%
23211,728418,924102,10000,B,B4,RENT,39996,Verified,01-04-2011,Fully Paid,FL,10.74%
23212,728422,924106,9350,B,B2,RENT,66000,Not Verified,01-04-2011,Current,NY,10.00%
23213,728438,924123,15000,E,E1,MORTGAGE,40000,Source Verified,01-04-2011,Fully Paid,CA,16.40%
23214,728440,924125,18225,B,B4,RENT,50000,Source Verified,01-04-2011,Fully Paid,LA,10.74%
23215,728452,924139,30000,D,D4,MORTGAGE,109200,Verified,01-04-2011,Fully Paid,FL,15.65%
23216,728453,924140,16000,F,F1,RENT,39216,Not Verified,01-04-2011,Fully Paid,KS,18.25%
23217,728464,924151,30000,C,C3,MORTGAGE,110000,Verified,01-04-2011,Charged Off,IL,13.43%
23218,728482,924159,14400,E,E2,OWN,125000,Verified,01-04-2011,Fully Paid,PA,16.77%
23219,728485,924172,3900,A,A4,MORTGAGE,16800,Verified,01-04-2011,Fully Paid,WV,7.29%
23220,728522,924213,10800,B,B3,MORTGAGE,50000,Not Verified,01-05-2011,Fully Paid,CA,10.99%
23221,728558,924250,17500,B,B4,MORTGAGE,46000,Not Verified,01-04-2011,Fully Paid,MO,10.74%
23222,728579,924271,5000,B,B4,OWN,65544,Verified,01-04-2011,Fully Paid,CO,10.74%
23223,728584,924276,11000,C,C3,MORTGAGE,71000,Not Verified,01-04-2011,Fully Paid,MA,13.43%
23224,728587,924279,4200,B,B5,RENT,36996,Source Verified,01-04-2011,Fully Paid,CA,11.11%
23225,728590,924282,26025,E,E3,MORTGAGE,78636,Source Verified,01-04-2011,Fully Paid,LA,17.14%
23226,728605,924296,30000,C,C5,MORTGAGE,214992,Verified,01-04-2011,Charged Off,IL,14.17%
23227,728623,924315,17000,C,C3,MORTGAGE,54000,Source Verified,01-04-2011,Fully Paid,CA,13.43%
23228,728670,924365,8000,D,D3,RENT,70000,Source Verified,01-04-2011,Charged Off,NY,15.28%
23229,728696,924395,12000,A,A5,RENT,98000,Not Verified,01-04-2011,Fully Paid,VA,7.66%
23230,728741,924451,10000,C,C5,RENT,59000,Not Verified,01-04-2011,Fully Paid,NJ,14.17%
23231,728795,924510,2000,A,A5,MORTGAGE,34000,Source Verified,01-04-2011,Charged Off,AZ,7.66%
23232,728836,924558,14500,D,D5,MORTGAGE,39000,Not Verified,01-04-2011,Fully Paid,KY,16.02%
23233,728842,923004,3000,A,A5,MORTGAGE,52000,Verified,01-04-2011,Fully Paid,IL,7.66%
23234,728847,924568,15000,F,F2,OWN,100000,Verified,01-04-2011,Fully Paid,CA,18.62%
23235,728859,924581,20000,E,E5,RENT,165000,Verified,01-04-2011,Fully Paid,NJ,17.88%
23236,728866,924588,5000,G,G1,MORTGAGE,54500,Verified,01-04-2011,Charged Off,OH,20.11%
23237,728919,924648,12000,D,D5,RENT,38000,Not Verified,01-04-2011,Fully Paid,CO,16.02%
23238,728921,924649,35000,C,C5,MORTGAGE,110000,Verified,01-04-2011,Fully Paid,TX,14.17%
23239,728941,924669,10000,B,B4,RENT,49800,Source Verified,01-04-2011,Fully Paid,CA,10.74%
23240,728956,924688,4000,A,A4,MORTGAGE,50000,Not Verified,01-04-2011,Fully Paid,TX,7.29%
23241,728966,924698,25000,B,B5,RENT,52000,Verified,01-04-2011,Fully Paid,VA,11.11%
23242,729006,924741,10000,A,A5,RENT,38400,Not Verified,01-04-2011,Fully Paid,CA,7.66%
23243,729025,924764,15000,B,B1,RENT,48000,Not Verified,01-04-2011,Charged Off,CA,9.63%
23244,729036,924776,4000,C,C3,RENT,42000,Source Verified,01-04-2011,Fully Paid,MI,13.43%
23245,729078,924823,32000,D,D5,OWN,130000,Verified,01-04-2011,Charged Off,CA,16.02%
23246,729081,903745,14000,E,E4,OWN,56000,Verified,01-04-2011,Fully Paid,NH,17.51%
23247,729084,924828,25000,E,E2,MORTGAGE,72500,Source Verified,01-04-2011,Fully Paid,AZ,16.77%
23248,729085,924829,17000,A,A5,MORTGAGE,57600,Verified,01-04-2011,Fully Paid,CA,7.66%
23249,729091,924836,9000,D,D1,RENT,43200,Source Verified,01-04-2011,Fully Paid,CA,14.54%
23250,729112,924860,16000,B,B3,RENT,64800,Source Verified,01-04-2011,Fully Paid,CA,10.37%
23251,729122,924872,6500,B,B4,RENT,45000,Not Verified,01-04-2011,Fully Paid,OH,10.74%
23252,729124,924874,12875,D,D2,MORTGAGE,85000,Verified,01-04-2011,Fully Paid,CA,14.91%
23253,729141,924896,4800,D,D1,RENT,65000,Verified,01-04-2011,Fully Paid,MD,14.54%
23254,729142,924897,4800,E,E2,RENT,47000,Source Verified,01-04-2011,Fully Paid,LA,16.77%
23255,729147,924903,10000,F,F2,MORTGAGE,80892,Verified,01-04-2011,Fully Paid,CA,18.62%
23256,729148,924904,14000,E,E5,RENT,35000,Source Verified,01-04-2011,Fully Paid,CA,17.88%
23257,729260,925024,15000,D,D2,RENT,99000,Verified,01-04-2011,Fully Paid,AZ,14.91%
23258,729261,925025,24000,B,B4,RENT,52000,Verified,01-04-2011,Fully Paid,WA,10.74%
23259,729288,925054,10000,E,E3,RENT,65000,Source Verified,01-04-2011,Fully Paid,DC,17.14%
23260,729348,925120,9000,A,A3,MORTGAGE,57359,Not Verified,01-04-2011,Fully Paid,SC,6.92%
23261,729368,925140,9000,C,C4,MORTGAGE,71700,Source Verified,01-04-2011,Fully Paid,FL,13.80%
23262,729375,925147,18000,B,B5,MORTGAGE,125000,Source Verified,01-07-2011,Fully Paid,CT,11.99%
23263,729381,925153,5500,C,C4,RENT,44196,Source Verified,01-04-2011,Fully Paid,CA,13.80%
23264,729446,925219,15000,D,D2,RENT,56000,Source Verified,01-04-2011,Fully Paid,CA,14.91%
23265,729459,925242,21000,B,B3,RENT,66000,Verified,01-04-2011,Fully Paid,NY,10.37%
23266,729502,925288,15000,B,B1,MORTGAGE,77004,Source Verified,01-04-2011,Fully Paid,FL,9.63%
23267,729503,925284,20000,B,B3,MORTGAGE,57600,Not Verified,01-04-2011,Charged Off,CA,10.37%
23268,729524,925311,20000,B,B4,MORTGAGE,95000,Verified,01-04-2011,Fully Paid,IL,10.74%
23269,729539,925326,10500,D,D3,MORTGAGE,72000,Verified,01-04-2011,Fully Paid,IL,15.28%
